content_id,title,type,genre,sub_genre,country,language,rating,release_year,date_added,director,cast_count,duration_min,seasons,episodes,engagement_score,views_millions,watchtime_hours_millions,user_rating,is_original,budget_category,added_year,added_month,added_quarter
2259,Title_2259,TV Show,Drama,Romance,Turkey,French,PG-13,2021,2022-09-09,Director_97,11,,5.0,50.0,57.3,0.32,0.53,5.7,0,High,2022,9,Q3
2260,Title_2260,Movie,Documentary,Family,United Kingdom,Japanese,PG-13,2020,2023-10-16,Director_80,13,86.0,,,63.2,2.04,2.49,5.5,0,Mid,2023,10,Q4
2261,Title_2261,Movie,Sci-Fi,Crime,Germany,Korean,PG-13,2018,2021-03-01,Director_8,16,119.0,,,70.9,5.06,10.17,6.7,1,High,2021,3,Q1
2262,Title_2262,TV Show,Action,Horror,India,French,PG,2022,2023-02-20,Director_155,14,,3.0,36.0,78.8,1.46,2.68,8.0,1,Low,2023,2,Q1
2263,Title_2263,TV Show,Romance,Romance,United States,Hindi,TV-PG,2020,2021-11-25,Director_123,18,,2.0,14.0,85.6,6.9,17.09,8.2,1,Low,2021,11,Q4
2264,Title_2264,Movie,Action,Mystery,United States,Spanish,PG,2021,2021-02-26,Director_129,11,90.0,,,78.1,2.75,7.31,7.8,0,Mid,2021,2,Q1
2265,Title_2265,Movie,Action,Animation,South Korea,Japanese,TV-14,2021,2021-01-31,Director_33,9,140.0,,,71.1,2.7,5.38,7.3,0,Low,2021,1,Q1
2266,Title_2266,TV Show,Documentary,Fantasy,United States,Japanese,TV-MA,2023,2023-06-29,Director_109,5,,5.0,45.0,53.1,0.86,2.21,4.2,1,Low,2023,6,Q2
2267,Title_2267,Movie,Drama,Romance,United Kingdom,Japanese,TV-14,2021,2022-05-30,Director_193,20,141.0,,,52.8,0.7,1.5,5.4,1,Mid,2022,5,Q2
2268,Title_2268,TV Show,Mystery,Horror,United States,Turkish,TV-MA,2021,2023-01-25,Director_65,14,,3.0,24.0,73.3,5.49,8.63,7.4,0,Premium,2023,1,Q1
2269,Title_2269,Movie,Comedy,Action,Spain,French,TV-MA,2021,2023-05-30,Director_51,5,119.0,,,44.4,3.83,6.67,5.1,1,Premium,2023,5,Q2
2270,Title_2270,TV Show,Drama,Romance,Italy,Spanish,TV-14,2021,2023-07-06,Director_196,9,,8.0,88.0,60.1,4.1,10.83,5.3,1,Mid,2023,7,Q3
2271,Title_2271,TV Show,Horror,Mystery,Canada,Turkish,TV-MA,2022,2023-09-30,Director_19,18,,1.0,7.0,83.2,1.05,2.41,6.9,1,Low,2023,9,Q3
2272,Title_2272,TV Show,Documentary,Romance,United States,German,TV-MA,2018,2021-05-18,Director_156,10,,4.0,48.0,60.4,2.39,3.61,5.7,1,Mid,2021,5,Q2
2273,Title_2273,Movie,Crime,Biography,Canada,English,G,2020,2022-04-15,Director_163,6,109.0,,,65.8,1.98,5.29,6.8,0,High,2022,4,Q2
2274,Title_2274,Movie,Action,Fantasy,United Kingdom,Hindi,PG-13,2022,2022-08-10,Director_93,11,134.0,,,74.5,4.01,6.44,6.9,1,Low,2022,8,Q3
2275,Title_2275,TV Show,Documentary,Drama,Spain,Portuguese,TV-MA,2023,2023-01-11,Director_165,13,,8.0,80.0,79.1,1.09,2.27,8.3,1,Mid,2023,1,Q1
2276,Title_2276,Movie,Drama,Crime,Germany,Italian,TV-MA,2021,2023-10-26,Director_136,19,148.0,,,86.2,6.25,11.76,8.5,0,Premium,2023,10,Q4
2277,Title_2277,TV Show,Sci-Fi,Fantasy,France,Portuguese,PG,2020,2022-09-19,Director_36,11,,8.0,80.0,78.7,9.93,25.26,6.7,1,Low,2022,9,Q3
2278,Title_2278,TV Show,Drama,Crime,United States,Korean,R,2021,2023-02-20,Director_116,8,,3.0,24.0,60.4,1.82,4.07,7.0,0,Low,2023,2,Q1
2279,Title_2279,Movie,Animation,Action,India,Hindi,TV-G,2018,2021-08-19,Director_133,19,83.0,,,78.6,1.34,2.82,7.6,0,High,2021,8,Q3
2280,Title_2280,Movie,Documentary,Drama,Japan,English,PG-13,2021,2021-10-26,Director_5,5,85.0,,,57.6,1.27,1.88,6.5,0,Mid,2021,10,Q4
2281,Title_2281,Movie,Thriller,Horror,United States,Turkish,PG,2018,2021-03-03,Director_99,5,129.0,,,61.5,13.78,23.05,6.8,1,Premium,2021,3,Q1
2282,Title_2282,TV Show,Comedy,Family,South Korea,English,TV-MA,2021,2022-10-16,Director_193,20,,2.0,20.0,81.1,2.29,3.76,8.0,0,Low,2022,10,Q4
2283,Title_2283,TV Show,Comedy,Reality,United States,English,TV-14,2022,2022-10-10,Director_47,3,,1.0,6.0,50.8,1.35,3.24,5.5,1,High,2022,10,Q4
2284,Title_2284,TV Show,Family,Fantasy,United States,English,TV-14,2020,2023-02-16,Director_100,16,,2.0,16.0,86.6,1.28,3.53,8.4,1,Low,2023,2,Q1
2285,Title_2285,Movie,Fantasy,Sci-Fi,France,Korean,TV-PG,2021,2023-01-30,Director_139,13,91.0,,,86.2,0.96,1.15,9.1,1,High,2023,1,Q1
2286,Title_2286,TV Show,Biography,Documentary,Japan,Korean,TV-14,2023,2023-08-20,Director_142,7,,1.0,8.0,51.3,1.89,3.93,4.8,1,High,2023,8,Q3
2287,Title_2287,Movie,Documentary,Reality,South Korea,Turkish,TV-14,2020,2023-03-07,Director_163,6,81.0,,,55.5,2.47,5.16,5.4,0,Premium,2023,3,Q1
2288,Title_2288,Movie,Romance,Mystery,United Kingdom,Italian,TV-14,2019,2021-05-29,Director_20,17,83.0,,,65.5,1.42,2.53,6.8,0,Low,2021,5,Q2
2289,Title_2289,Movie,Documentary,Animation,Canada,German,TV-14,2020,2021-06-28,Director_148,20,135.0,,,84.8,4.37,11.98,9.3,0,Low,2021,6,Q2
2290,Title_2290,TV Show,Drama,Comedy,Japan,German,TV-14,2019,2021-01-12,Director_118,18,,3.0,18.0,55.3,2.9,4.94,4.7,0,High,2021,1,Q1
2291,Title_2291,Movie,Romance,Mystery,United States,Spanish,PG,2019,2022-08-31,Director_166,20,157.0,,,52.3,1.12,2.55,6.2,1,Low,2022,8,Q3
2292,Title_2292,Movie,Romance,Animation,United States,Hindi,TV-MA,2018,2021-10-10,Director_151,5,114.0,,,81.4,4.65,9.13,6.9,0,High,2021,10,Q4
2293,Title_2293,TV Show,Fantasy,Sci-Fi,United States,Turkish,TV-14,2020,2022-06-26,Director_12,13,,5.0,35.0,85.6,5.19,8.67,8.7,0,Mid,2022,6,Q2
2294,Title_2294,TV Show,Drama,Comedy,United States,Italian,G,2019,2021-09-16,Director_162,15,,8.0,96.0,49.9,0.92,2.18,4.9,1,High,2021,9,Q3
2295,Title_2295,Movie,Action,Action,United States,Hindi,PG-13,2018,2021-04-19,Director_129,8,101.0,,,81.4,0.41,1.06,8.0,0,High,2021,4,Q2
2296,Title_2296,TV Show,Fantasy,Biography,India,Turkish,PG-13,2022,2022-07-28,Director_116,10,,1.0,6.0,89.7,9.4,21.64,9.5,1,Premium,2022,7,Q3
2297,Title_2297,TV Show,Drama,Family,United States,German,TV-G,2023,2023-02-04,Director_16,5,,8.0,48.0,79.0,1.59,3.54,6.4,1,Mid,2023,2,Q1
2298,Title_2298,Movie,Drama,Biography,United Kingdom,Japanese,PG,2023,2023-08-08,Director_93,10,91.0,,,67.3,8.21,21.41,7.8,0,High,2023,8,Q3
2299,Title_2299,TV Show,Thriller,Drama,India,Japanese,TV-MA,2020,2021-10-06,Director_124,11,,1.0,6.0,86.5,5.96,13.64,9.0,0,High,2021,10,Q4
2300,Title_2300,TV Show,Horror,Romance,Japan,Hindi,R,2020,2022-10-02,Director_152,20,,5.0,35.0,75.3,2.96,6.02,8.9,0,High,2022,10,Q4
2301,Title_2301,Movie,Action,Crime,Germany,Japanese,R,2020,2022-06-11,Director_185,19,140.0,,,63.7,14.35,19.24,6.1,0,Premium,2022,6,Q2
2302,Title_2302,Movie,Comedy,Animation,United States,German,PG,2020,2021-06-19,Director_170,15,89.0,,,83.9,0.92,1.62,8.9,1,Low,2021,6,Q2
2303,Title_2303,Movie,Thriller,Romance,South Korea,Korean,TV-14,2020,2023-01-08,Director_136,4,112.0,,,69.2,0.75,2.0,7.1,0,Mid,2023,1,Q1
2304,Title_2304,Movie,Documentary,Reality,South Korea,Korean,TV-PG,2020,2023-05-30,Director_77,20,104.0,,,77.1,1.48,4.14,6.5,0,Mid,2023,5,Q2
2305,Title_2305,Movie,Family,Drama,Australia,French,TV-14,2019,2022-04-12,Director_85,13,160.0,,,69.9,2.87,4.08,7.4,1,High,2022,4,Q2
2306,Title_2306,TV Show,Biography,Thriller,United Kingdom,Spanish,TV-14,2021,2023-03-17,Director_145,8,,8.0,80.0,71.4,3.02,5.54,8.6,0,Low,2023,3,Q1
2307,Title_2307,TV Show,Drama,Crime,Spain,French,TV-MA,2022,2022-10-27,Director_27,10,,1.0,9.0,74.7,2.37,5.37,6.2,1,Low,2022,10,Q4
2308,Title_2308,TV Show,Drama,Romance,United Kingdom,French,TV-MA,2023,2023-03-06,Director_14,8,,1.0,7.0,68.8,2.2,4.21,7.7,1,Low,2023,3,Q1
2309,Title_2309,Movie,Romance,Reality,France,Spanish,TV-MA,2020,2022-04-24,Director_22,7,114.0,,,75.5,1.04,2.91,7.7,1,Premium,2022,4,Q2
2310,Title_2310,TV Show,Animation,Thriller,Brazil,English,PG,2023,2023-01-02,Director_185,8,,1.0,7.0,82.1,16.95,23.35,8.9,0,Mid,2023,1,Q1
2311,Title_2311,TV Show,Animation,Family,India,English,TV-PG,2019,2022-06-16,Director_114,9,,6.0,36.0,83.1,3.96,7.87,8.6,0,Mid,2022,6,Q2
2312,Title_2312,TV Show,Documentary,Documentary,Germany,Spanish,PG,2023,2023-01-20,Director_174,9,,4.0,44.0,80.0,0.95,2.63,7.7,0,High,2023,1,Q1
2313,Title_2313,TV Show,Drama,Animation,United States,English,R,2021,2021-08-31,Director_157,12,,5.0,40.0,62.7,4.11,7.75,7.3,1,Mid,2021,8,Q3
2314,Title_2314,TV Show,Horror,Horror,United Kingdom,Korean,R,2020,2022-03-30,Director_38,4,,3.0,30.0,74.8,0.31,0.71,7.2,1,Low,2022,3,Q1
2315,Title_2315,TV Show,Drama,Biography,India,Turkish,PG,2021,2021-01-27,Director_113,18,,7.0,70.0,83.0,6.37,13.22,8.6,1,High,2021,1,Q1
2316,Title_2316,TV Show,Fantasy,Documentary,Canada,Korean,TV-MA,2021,2023-10-23,Director_79,14,,3.0,33.0,84.6,1.06,2.24,8.9,0,Low,2023,10,Q4
2317,Title_2317,Movie,Action,Comedy,United States,Hindi,TV-MA,2019,2021-11-18,Director_127,9,121.0,,,65.0,25.87,65.33,7.0,0,Mid,2021,11,Q4
2318,Title_2318,Movie,Drama,Fantasy,South Korea,Hindi,TV-MA,2022,2022-08-09,Director_147,7,138.0,,,65.0,1.58,3.48,6.4,1,Low,2022,8,Q3
2319,Title_2319,Movie,Action,Thriller,United States,Japanese,R,2021,2021-02-01,Director_2,20,153.0,,,72.1,9.88,12.59,7.4,0,Mid,2021,2,Q1
2320,Title_2320,Movie,Comedy,Drama,India,Korean,TV-MA,2021,2021-08-27,Director_73,13,129.0,,,59.2,17.58,38.43,6.0,0,Premium,2021,8,Q3
2321,Title_2321,TV Show,Thriller,Romance,United States,Italian,TV-MA,2021,2023-07-13,Director_12,10,,3.0,18.0,87.2,2.13,3.62,9.0,0,Low,2023,7,Q3
2322,Title_2322,TV Show,Romance,Sci-Fi,United Kingdom,Hindi,PG,2020,2021-01-18,Director_7,7,,8.0,64.0,73.7,0.5,0.97,9.0,1,Mid,2021,1,Q1
2323,Title_2323,Movie,Drama,Comedy,United States,Korean,TV-14,2020,2021-11-28,Director_166,8,150.0,,,87.5,2.64,7.21,7.9,1,Premium,2021,11,Q4
2324,Title_2324,Movie,Thriller,Romance,South Korea,Japanese,PG,2023,2023-09-29,Director_55,20,126.0,,,82.2,4.02,5.54,8.5,1,Mid,2023,9,Q3
2325,Title_2325,TV Show,Drama,Biography,France,Spanish,TV-14,2019,2022-10-03,Director_13,13,,8.0,56.0,74.3,5.52,11.19,8.6,0,Mid,2022,10,Q4
2326,Title_2326,TV Show,Sci-Fi,Action,Italy,Turkish,R,2022,2022-03-19,Director_131,11,,7.0,70.0,91.8,1.44,2.83,10.0,1,Premium,2022,3,Q1
2327,Title_2327,TV Show,Crime,Thriller,Germany,Hindi,G,2022,2023-11-19,Director_158,12,,3.0,33.0,99.7,104.47,155.06,9.1,0,High,2023,11,Q4
2328,Title_2328,Movie,Crime,Thriller,United States,French,TV-14,2021,2021-11-15,Director_188,7,112.0,,,82.9,0.46,0.76,8.7,0,High,2021,11,Q4
2329,Title_2329,Movie,Sci-Fi,Drama,France,English,PG-13,2022,2023-01-08,Director_71,7,81.0,,,78.4,24.06,53.28,7.2,1,Low,2023,1,Q1
2330,Title_2330,Movie,Romance,Action,United Kingdom,Korean,PG,2021,2021-09-18,Director_129,5,111.0,,,49.7,1.39,3.4,3.4,0,Premium,2021,9,Q3
2331,Title_2331,Movie,Action,Sci-Fi,France,Italian,PG-13,2021,2021-01-06,Director_118,14,124.0,,,84.0,0.48,1.21,8.4,0,Mid,2021,1,Q1
2332,Title_2332,Movie,Horror,Fantasy,Nigeria,Spanish,TV-14,2021,2021-05-26,Director_191,5,100.0,,,57.1,1.86,4.86,7.0,0,Mid,2021,5,Q2
2333,Title_2333,TV Show,Horror,Mystery,United States,Korean,R,2020,2021-11-22,Director_71,5,,2.0,24.0,86.3,1.63,3.89,8.6,0,Mid,2021,11,Q4
2334,Title_2334,Movie,Drama,Reality,India,Turkish,PG,2022,2022-02-20,Director_95,16,133.0,,,72.2,5.19,9.6,6.1,0,Premium,2022,2,Q1
2335,Title_2335,TV Show,Thriller,Romance,India,Hindi,PG,2018,2021-03-25,Director_93,14,,4.0,44.0,85.1,0.26,0.53,8.0,1,Mid,2021,3,Q1
2336,Title_2336,TV Show,Sci-Fi,Thriller,India,Korean,TV-MA,2022,2022-09-08,Director_184,10,,8.0,72.0,79.1,6.68,14.48,7.9,0,Mid,2022,9,Q3
2337,Title_2337,TV Show,Comedy,Comedy,Brazil,Japanese,PG-13,2018,2021-12-09,Director_23,12,,4.0,28.0,51.1,0.86,2.25,5.3,0,Mid,2021,12,Q4
2338,Title_2338,TV Show,Animation,Drama,United States,Turkish,R,2020,2022-12-05,Director_137,18,,5.0,55.0,73.1,1.83,4.06,6.9,0,Mid,2022,12,Q4
2339,Title_2339,Movie,Romance,Romance,Germany,Spanish,TV-MA,2022,2023-04-15,Director_68,10,110.0,,,78.4,2.09,4.42,7.8,1,Mid,2023,4,Q2
2340,Title_2340,Movie,Comedy,Thriller,Canada,English,TV-14,2019,2022-07-31,Director_67,9,103.0,,,94.0,1.01,1.59,7.9,0,Low,2022,7,Q3
2341,Title_2341,Movie,Romance,Biography,United States,French,TV-14,2020,2023-01-20,Director_100,11,131.0,,,79.4,1.81,3.52,7.7,0,High,2023,1,Q1
2342,Title_2342,TV Show,Action,Mystery,Australia,Japanese,TV-14,2020,2022-07-04,Director_70,15,,4.0,32.0,65.6,2.27,4.44,7.8,0,High,2022,7,Q3
2343,Title_2343,Movie,Sci-Fi,Horror,Mexico,Hindi,PG,2018,2021-05-11,Director_6,20,106.0,,,94.6,10.04,17.56,8.3,0,Low,2021,5,Q2
2344,Title_2344,TV Show,Action,Horror,Germany,Italian,PG-13,2022,2022-09-20,Director_148,15,,6.0,42.0,61.2,0.16,0.39,5.5,0,High,2022,9,Q3
2345,Title_2345,TV Show,Comedy,Crime,Turkey,Hindi,PG-13,2022,2022-05-06,Director_31,11,,8.0,96.0,79.5,5.97,14.59,7.8,1,Low,2022,5,Q2
2346,Title_2346,Movie,Animation,Documentary,Japan,Hindi,TV-G,2021,2022-06-27,Director_199,13,111.0,,,73.7,1.66,4.16,7.5,0,Low,2022,6,Q2
2347,Title_2347,Movie,Animation,Biography,United States,English,G,2022,2023-04-26,Director_32,18,138.0,,,83.2,0.74,1.65,8.6,0,High,2023,4,Q2
2348,Title_2348,Movie,Biography,Documentary,Germany,Portuguese,PG,2021,2021-09-04,Director_82,8,127.0,,,71.2,2.11,5.68,7.7,1,High,2021,9,Q3
2349,Title_2349,TV Show,Horror,Fantasy,United States,Portuguese,PG,2018,2021-12-27,Director_42,3,,8.0,64.0,100.0,4.04,8.06,10.0,0,Mid,2021,12,Q4
2350,Title_2350,TV Show,Action,Romance,India,Italian,TV-14,2020,2021-10-30,Director_49,9,,8.0,72.0,66.1,3.55,8.13,7.0,0,Low,2021,10,Q4
2351,Title_2351,TV Show,Biography,Horror,India,Turkish,PG,2019,2021-04-06,Director_84,19,,3.0,36.0,62.3,1.01,2.71,6.4,0,Low,2021,4,Q2
2352,Title_2352,Movie,Drama,Thriller,United Kingdom,German,TV-14,2020,2021-12-31,Director_31,16,88.0,,,89.5,6.29,16.07,9.7,1,Mid,2021,12,Q4
2353,Title_2353,TV Show,Family,Drama,Japan,Spanish,TV-14,2020,2021-09-10,Director_51,6,,7.0,70.0,68.2,6.47,9.47,7.0,1,High,2021,9,Q3
2354,Title_2354,Movie,Action,Sci-Fi,Spain,Hindi,TV-MA,2022,2023-03-12,Director_64,14,83.0,,,63.6,3.92,8.66,5.6,1,Mid,2023,3,Q1
2355,Title_2355,TV Show,Horror,Reality,United States,Portuguese,PG-13,2021,2022-03-13,Director_134,8,,3.0,21.0,74.4,4.03,8.81,7.7,1,Mid,2022,3,Q1
2356,Title_2356,TV Show,Thriller,Drama,United States,Japanese,PG,2020,2022-03-31,Director_121,15,,4.0,28.0,63.7,8.19,14.41,6.8,1,Low,2022,3,Q1
2357,Title_2357,Movie,Mystery,Mystery,India,Spanish,TV-MA,2019,2022-01-19,Director_52,15,157.0,,,75.5,0.73,1.82,7.4,1,Low,2022,1,Q1
2358,Title_2358,Movie,Drama,Sci-Fi,France,Hindi,TV-MA,2021,2022-12-27,Director_171,16,151.0,,,66.6,3.34,9.16,6.4,0,High,2022,12,Q4
2359,Title_2359,Movie,Documentary,Thriller,United Kingdom,French,PG-13,2020,2023-04-05,Director_177,7,105.0,,,40.9,1.24,1.9,3.8,1,Low,2023,4,Q2
2360,Title_2360,Movie,Romance,Biography,Nigeria,German,TV-MA,2019,2021-08-06,Director_145,7,112.0,,,77.6,1.73,3.93,9.1,0,High,2021,8,Q3
2361,Title_2361,TV Show,Romance,Horror,United Kingdom,Italian,NC-17,2020,2022-01-01,Director_168,4,,7.0,42.0,47.1,7.83,13.62,4.5,0,Low,2022,1,Q1
2362,Title_2362,TV Show,Fantasy,Family,Spain,Turkish,PG,2022,2023-09-08,Director_126,11,,2.0,24.0,98.3,4.77,8.75,10.0,1,Low,2023,9,Q3
2363,Title_2363,Movie,Thriller,Family,United Kingdom,English,R,2022,2022-09-17,Director_99,8,151.0,,,73.4,1.1,1.45,8.5,0,Low,2022,9,Q3
2364,Title_2364,TV Show,Animation,Horror,United States,French,TV-MA,2019,2022-04-15,Director_65,5,,6.0,54.0,72.6,4.06,5.16,8.3,0,Premium,2022,4,Q2
2365,Title_2365,Movie,Horror,Crime,United States,German,TV-14,2021,2023-05-27,Director_172,5,89.0,,,69.6,5.66,9.25,6.5,0,Mid,2023,5,Q2
2366,Title_2366,TV Show,Mystery,Drama,United States,Portuguese,R,2020,2023-07-13,Director_65,8,,6.0,72.0,82.4,3.97,9.92,7.0,0,Low,2023,7,Q3
2367,Title_2367,TV Show,Drama,Crime,France,Hindi,TV-14,2023,2023-10-14,Director_63,16,,3.0,33.0,62.7,10.84,29.33,7.0,0,High,2023,10,Q4
2368,Title_2368,TV Show,Thriller,Sci-Fi,Australia,Portuguese,PG-13,2020,2023-07-19,Director_124,10,,1.0,10.0,77.2,4.41,6.46,7.5,1,High,2023,7,Q3
2369,Title_2369,Movie,Sci-Fi,Sci-Fi,Australia,Italian,TV-PG,2023,2023-03-09,Director_167,20,138.0,,,100.0,3.67,7.54,10.0,0,Low,2023,3,Q1
2370,Title_2370,Movie,Horror,Animation,Spain,Japanese,TV-14,2021,2022-09-25,Director_173,13,94.0,,,95.8,1.97,2.96,10.0,1,Low,2022,9,Q3
2371,Title_2371,Movie,Drama,Documentary,Japan,Portuguese,R,2019,2021-05-22,Director_145,17,83.0,,,53.6,12.26,20.05,5.1,0,Mid,2021,5,Q2
2372,Title_2372,Movie,Drama,Romance,India,French,TV-14,2018,2021-10-15,Director_128,15,151.0,,,69.1,0.47,1.06,6.5,1,Mid,2021,10,Q4
2373,Title_2373,Movie,Thriller,Documentary,India,German,TV-14,2018,2021-07-02,Director_85,4,105.0,,,65.5,1.6,4.46,6.4,1,Low,2021,7,Q3
2374,Title_2374,Movie,Action,Sci-Fi,Germany,French,TV-MA,2022,2022-02-12,Director_113,5,155.0,,,86.5,4.77,10.43,8.9,1,High,2022,2,Q1
2375,Title_2375,Movie,Horror,Action,United States,German,TV-MA,2022,2023-02-18,Director_95,14,121.0,,,68.9,1.28,3.01,8.3,1,Mid,2023,2,Q1
2376,Title_2376,TV Show,Thriller,Mystery,Brazil,Italian,PG-13,2021,2023-05-24,Director_144,13,,4.0,24.0,69.2,16.24,33.12,6.7,0,Mid,2023,5,Q2
2377,Title_2377,TV Show,Comedy,Documentary,United States,French,TV-MA,2020,2022-05-23,Director_19,12,,6.0,72.0,68.0,8.89,15.04,7.8,0,Mid,2022,5,Q2
2378,Title_2378,TV Show,Biography,Romance,India,Korean,TV-MA,2020,2022-05-12,Director_68,3,,5.0,50.0,58.7,1.78,2.9,5.8,0,High,2022,5,Q2
2379,Title_2379,TV Show,Horror,Biography,United Kingdom,Japanese,PG-13,2020,2021-10-27,Director_56,20,,1.0,10.0,86.1,9.4,22.15,8.6,0,Premium,2021,10,Q4
2380,Title_2380,TV Show,Documentary,Action,Australia,Italian,TV-14,2020,2021-07-24,Director_30,18,,3.0,18.0,72.4,16.71,21.69,7.5,0,Mid,2021,7,Q3
2381,Title_2381,TV Show,Comedy,Crime,France,Japanese,TV-14,2021,2022-12-14,Director_34,7,,5.0,55.0,71.7,0.7,1.37,5.1,1,Low,2022,12,Q4
2382,Title_2382,TV Show,Comedy,Action,Germany,Korean,TV-MA,2019,2022-09-16,Director_189,14,,2.0,14.0,72.7,2.96,7.45,6.9,1,High,2022,9,Q3
2383,Title_2383,TV Show,Comedy,Fantasy,France,Japanese,PG-13,2019,2022-11-14,Director_174,18,,6.0,60.0,70.9,2.99,6.37,8.0,0,Mid,2022,11,Q4
2384,Title_2384,TV Show,Thriller,Romance,United Kingdom,French,PG-13,2022,2022-03-24,Director_100,10,,5.0,55.0,79.0,1.68,3.89,8.7,1,Low,2022,3,Q1
2385,Title_2385,Movie,Documentary,Action,United States,Japanese,PG-13,2020,2022-02-24,Director_9,10,103.0,,,62.4,4.73,10.75,5.9,1,Mid,2022,2,Q1
2386,Title_2386,Movie,Comedy,Biography,United States,Portuguese,TV-MA,2021,2021-08-09,Director_178,15,118.0,,,60.2,2.93,5.46,6.0,0,Mid,2021,8,Q3
2387,Title_2387,TV Show,Drama,Comedy,Germany,English,PG-13,2021,2022-10-05,Director_166,18,,5.0,45.0,77.8,2.66,6.62,6.3,0,Mid,2022,10,Q4
2388,Title_2388,Movie,Thriller,Family,Brazil,English,PG-13,2019,2021-03-18,Director_94,4,106.0,,,72.8,7.22,14.86,7.0,1,High,2021,3,Q1
2389,Title_2389,Movie,Horror,Family,India,German,TV-MA,2021,2023-03-12,Director_41,9,103.0,,,79.0,9.5,22.86,7.3,1,Mid,2023,3,Q1
2390,Title_2390,TV Show,Drama,Reality,United Kingdom,Italian,NC-17,2020,2021-01-20,Director_3,10,,1.0,7.0,53.5,2.04,3.15,5.0,1,Low,2021,1,Q1
2391,Title_2391,Movie,Action,Family,United Kingdom,English,TV-14,2018,2021-09-09,Director_123,14,138.0,,,63.4,2.38,4.48,6.7,0,Mid,2021,9,Q3
2392,Title_2392,Movie,Fantasy,Animation,United States,Hindi,R,2020,2022-07-24,Director_198,11,106.0,,,87.9,5.35,12.71,10.0,0,Low,2022,7,Q3
2393,Title_2393,Movie,Drama,Crime,South Korea,Portuguese,PG,2021,2021-09-27,Director_190,3,96.0,,,67.9,4.02,11.08,6.4,1,High,2021,9,Q3
2394,Title_2394,TV Show,Family,Reality,United States,Japanese,R,2019,2021-09-29,Director_140,17,,1.0,8.0,60.8,1.52,2.45,5.7,0,Premium,2021,9,Q3
2395,Title_2395,Movie,Crime,Mystery,India,Italian,TV-MA,2021,2023-10-12,Director_47,11,113.0,,,84.3,39.58,85.54,7.9,1,Mid,2023,10,Q4
2396,Title_2396,Movie,Documentary,Action,Spain,German,TV-14,2022,2023-06-22,Director_40,13,140.0,,,60.0,2.52,6.78,6.3,0,High,2023,6,Q2
2397,Title_2397,TV Show,Documentary,Thriller,United States,Turkish,TV-MA,2020,2023-03-01,Director_125,10,,5.0,55.0,68.2,11.03,15.84,4.9,0,Mid,2023,3,Q1
2398,Title_2398,Movie,Sci-Fi,Animation,United States,English,PG,2022,2022-01-17,Director_11,10,96.0,,,56.4,1.54,2.98,6.5,0,Premium,2022,1,Q1
2399,Title_2399,TV Show,Documentary,Fantasy,United States,Portuguese,PG-13,2021,2021-04-13,Director_58,7,,8.0,96.0,46.2,0.1,0.13,5.1,1,Mid,2021,4,Q2
2400,Title_2400,Movie,Horror,Action,United Kingdom,Spanish,TV-14,2021,2022-12-28,Director_127,15,156.0,,,84.9,1.28,1.89,7.7,0,Low,2022,12,Q4
2401,Title_2401,Movie,Documentary,Horror,United States,Spanish,TV-14,2019,2021-02-13,Director_176,11,117.0,,,53.4,2.67,4.81,4.8,0,High,2021,2,Q1
2402,Title_2402,Movie,Crime,Sci-Fi,Japan,Korean,TV-PG,2022,2022-02-04,Director_5,12,149.0,,,85.9,0.22,0.37,7.9,0,Mid,2022,2,Q1
2403,Title_2403,TV Show,Thriller,Fantasy,United States,Hindi,G,2022,2022-11-09,Director_97,19,,5.0,45.0,64.5,2.24,4.03,6.0,0,Low,2022,11,Q4
2404,Title_2404,Movie,Sci-Fi,Thriller,Spain,Hindi,TV-14,2020,2023-07-07,Director_41,13,112.0,,,94.6,0.66,1.46,9.5,0,Mid,2023,7,Q3
2405,Title_2405,Movie,Thriller,Reality,Mexico,Italian,PG-13,2021,2022-10-16,Director_103,14,100.0,,,84.7,24.3,45.43,8.1,0,Low,2022,10,Q4
2406,Title_2406,Movie,Horror,Reality,Spain,Spanish,PG,2022,2023-01-26,Director_197,16,99.0,,,85.9,0.63,1.69,6.7,1,Low,2023,1,Q1
2407,Title_2407,TV Show,Action,Crime,India,Hindi,TV-MA,2022,2023-04-04,Director_186,12,,7.0,49.0,85.1,3.79,5.59,9.5,0,Premium,2023,4,Q2
2408,Title_2408,Movie,Drama,Biography,South Korea,Turkish,TV-14,2020,2022-11-18,Director_28,10,159.0,,,55.5,4.18,6.32,7.0,0,High,2022,11,Q4
2409,Title_2409,Movie,Drama,Mystery,United States,Spanish,PG-13,2022,2023-12-31,Director_45,5,100.0,,,77.0,4.55,6.57,7.7,1,Mid,2023,12,Q4
2410,Title_2410,TV Show,Romance,Drama,India,Portuguese,NC-17,2022,2023-02-02,Director_27,6,,7.0,70.0,51.1,8.89,14.91,4.6,0,Mid,2023,2,Q1
2411,Title_2411,Movie,Documentary,Reality,United States,Japanese,PG-13,2021,2022-09-18,Director_128,17,80.0,,,71.1,0.67,1.8,6.2,0,Mid,2022,9,Q3
2412,Title_2412,Movie,Crime,Comedy,Italy,Japanese,TV-MA,2020,2023-03-06,Director_153,16,116.0,,,97.2,3.08,7.52,10.0,0,Low,2023,3,Q1
2413,Title_2413,Movie,Horror,Comedy,United States,Korean,PG-13,2018,2021-10-16,Director_12,12,98.0,,,81.1,0.58,0.98,8.8,1,Mid,2021,10,Q4
